# Region = CEP
index  ra  dec  j  h  k  ch1  ch2  ch3  ch4  m24  uj  uh  uk  uch1  uch2  uch3  uch4  um24  ak  class
226126  343.61242  62.516388  -100.000  14.6930  13.7240  12.4976  11.9996  11.5065  10.7321  7.96950  10.0000  0.0680000  0.0440000  0.00462132  0.00467194  0.0106375  0.00918893  0.0379380  0.423556  2
226279  343.25110  62.519245  16.3070  15.1020  14.6110  14.0298  13.8391  13.4738  12.9904  -100.000  0.130000  0.105000  0.0980000  0.0121665  0.0167300  0.0479991  0.0588431  10.0000  0.634261  2
226324  345.89609  62.479118  13.2790  12.1350  11.5760  9.46470  8.74180  8.13525  7.42253  5.74722  0.0240000  0.0320000  0.0240000  0.00174737  0.00215508  0.00200751  0.00162950  0.0338178  0.475087  2
226338  343.66580  62.516649  15.1870  14.3030  13.7920  12.9172  12.3541  11.8105  10.8512  8.22675  0.0500000  0.0550000  0.0540000  0.00616119  0.00525739  0.0163130  0.0338252  0.177310  0.107162  2
226491  343.62299  62.517454  -100.000  15.5700  14.9410  14.1831  13.7607  13.3150  12.7372  -100.000  10.0000  0.147000  0.131000  0.0101371  0.0108399  0.0500199  0.0627002  10.0000  0.00000  2
226572  343.24510  62.520349  -100.000  15.8020  14.9760  13.3275  12.7797  12.3039  11.5397  8.75175  10.0000  0.172000  0.140000  0.00650779  0.00629398  0.0198128  0.0203976  0.0896691  0.00000  2
226574  343.20781  62.520542  16.7710  16.0210  15.4940  14.6204  14.1851  13.7927  13.3203  -100.000  0.220000  0.225000  0.212000  0.0171294  0.0157088  0.0720995  0.0671196  10.0000  0.00000  2
226796  346.40665  62.466898  14.0790  12.5810  11.6640  10.4211  9.89391  9.35379  8.58388  5.80869  0.0300000  0.0330000  0.0220000  0.00219182  0.00247365  0.00320350  0.00308010  0.0109126  0.707036  2
226797  346.28202  62.470503  14.9230  13.2180  12.4580  11.5657  11.0996  10.4983  9.58201  6.54668  0.0430000  0.0360000  0.0240000  0.00317852  0.00336313  0.00567961  0.00785311  0.0328958  1.16316  2
226978  345.30160  62.494574  15.8930  14.6490  14.1620  13.4233  13.0591  12.6219  11.9101  -100.000  0.0740000  0.0620000  0.0600000  0.00795118  0.00739850  0.0385138  0.0536877  10.0000  0.677894  2
227042  346.88153  62.453314  13.2380  12.2360  11.7910  11.5834  11.4160  10.9952  9.77194  5.52514  0.0260000  0.0320000  0.0250000  0.00443713  0.00444178  0.0100259  0.00821163  0.00705649  0.354834  2
227143  344.09653  62.514589  13.8340  12.6430  11.9860  10.9670  10.6607  10.3983  9.79890  6.47569  0.0260000  0.0230000  0.0230000  0.00341986  0.00312609  0.00692248  0.0108818  0.0200163  0.459493  2
227284  347.63485  62.427988  16.9690  15.9450  14.9870  14.2091  13.7974  13.4312  12.8552  -100.000  0.173000  0.162000  0.120000  0.0126607  0.0181521  0.0449935  0.0659718  10.0000  0.00000  2
227288  347.07543  62.447689  -100.000  -100.000  -100.000  14.7599  14.4075  14.1788  13.5717  -100.000  10.0000  10.0000  10.0000  0.0225334  0.0202908  0.101739  0.130374  10.0000  0.00000  2
227293  346.43783  62.467407  16.5570  15.4490  14.7010  13.7942  13.3557  12.8902  12.2134  -100.000  0.147000  0.141000  0.103000  0.0109212  0.00966529  0.0293470  0.0524656  10.0000  0.244309  2
227378  344.02830  62.516127  14.1550  13.0060  12.5740  11.5620  11.0761  10.5968  9.91240  7.78901  0.0340000  0.0280000  0.0330000  0.00416872  0.00354875  0.00876689  0.0321615  0.132301  0.577895  2
227388  343.17407  62.523110  15.8000  14.8090  14.2030  13.3264  13.1027  12.7933  12.2660  -100.000  0.102000  0.0760000  0.0760000  0.00999609  0.0102867  0.0352889  0.0397668  10.0000  0.189414  2
227482  343.47194  62.521639  -100.000  15.7710  14.9610  13.4477  12.9455  12.6446  12.1932  -100.000  10.0000  0.166000  0.121000  0.00914332  0.00960090  0.0332905  0.0547594  10.0000  0.0287915  2
227627  342.61304  62.525681  15.7120  14.9450  14.3620  13.9211  13.6629  13.4065  12.7707  -100.000  0.0700000  0.0770000  0.0670000  0.0113399  0.0115596  0.0469328  0.0716199  10.0000  0.00000  2
227666  347.07789  62.448808  -100.000  -100.000  14.5260  13.3078  12.8046  12.2517  11.6498  9.33589  10.0000  10.0000  0.0790000  0.00773382  0.00632994  0.0300510  0.0611178  0.0845313  0.00000  2
227698  343.71567  62.520254  16.2070  15.2250  14.8340  13.3256  12.7944  12.4749  11.8442  -100.000  0.117000  0.0990000  0.126000  0.00914790  0.00635387  0.0375176  0.0730843  10.0000  0.372773  2
227792  349.18602  62.362882  14.3090  13.5860  13.1790  12.8168  12.6428  12.0926  10.8515  7.51077  0.0340000  0.0410000  0.0340000  0.00599371  0.00611687  0.0155496  0.0152232  0.0422480  0.00000  2
227812  345.93311  62.482766  16.5150  15.1940  14.8840  14.1939  13.9261  13.5457  12.7144  -100.000  0.130000  0.107000  0.113000  0.0127328  0.0133977  0.0650555  0.0982933  10.0000  0.758946  2
227929  342.73014  62.526576  16.6240  15.8620  15.0430  14.3897  14.0647  13.7140  13.2637  -100.000  0.183000  0.223000  0.150000  0.0123122  0.0128543  0.0523465  0.0559140  10.0000  0.00000  2
227969  346.42378  62.469947  15.0940  13.8710  13.2250  12.4182  11.9679  11.4593  10.5519  8.06236  0.0520000  0.0490000  0.0410000  0.00542123  0.00701265  0.0139838  0.0124952  0.0735293  0.520316  2
227970  346.41635  62.470139  16.5670  15.0830  14.3270  13.2059  12.7316  12.2078  11.4169  -100.000  0.158000  0.110000  0.0760000  0.00843254  0.0108797  0.0374923  0.0614457  10.0000  0.832835  2
227976  345.74946  62.487775  11.2430  9.99700  9.20900  8.36231  8.06556  7.53345  6.81856  2.27563  0.0230000  0.0300000  0.0250000  0.00188251  0.00232294  0.00158059  0.00124110  0.00158193  0.426244  2
227992  343.47981  62.523036  -100.000  15.2660  14.1090  12.7437  12.3320  11.8481  11.2168  7.63696  10.0000  0.109000  0.0670000  0.00569687  0.00574423  0.0157962  0.0271386  0.0538053  1.14983  2
227994  343.36298  62.523969  13.8500  12.4590  11.8070  10.8224  10.3993  9.92941  9.15748  6.90357  0.0280000  0.0240000  0.0220000  0.00242403  0.00279834  0.00420502  0.00338291  0.0270003  0.781048  2
228079  343.98643  62.518663  16.4160  15.1790  14.4730  13.2866  12.8310  12.4453  11.5621  -100.000  0.148000  0.114000  0.0870000  0.0147234  0.0103870  0.0631482  0.131348  10.0000  0.487354  2
228142  346.39563  62.471373  15.4990  14.4310  13.7440  13.2243  12.8123  12.4535  11.7670  9.13382  0.0640000  0.0650000  0.0500000  0.00667247  0.00709957  0.0300368  0.0364558  0.194558  0.236989  2
228213  346.91298  62.455900  15.7460  14.8170  14.1080  13.8993  13.5541  13.0874  12.5542  -100.000  0.0590000  0.0780000  0.0610000  0.0112114  0.0105940  0.0432186  0.0622676  10.0000  0.00000  2
228253  343.26408  62.525145  -100.000  14.8330  13.3420  11.3705  10.8353  10.2907  9.54796  6.41522  10.0000  0.0870000  0.0430000  0.00302072  0.00339806  0.00542226  0.00374031  0.0130067  1.55671  2
228379  344.40050  62.514400  13.7740  12.6310  12.1130  11.3198  10.7539  9.88720  8.53645  4.88293  0.0250000  0.0250000  0.0210000  0.00408688  0.00299764  0.0108864  0.0191093  0.0536411  0.511190  2
228667  346.94569  62.456360  15.0510  14.0710  13.7960  13.0922  12.7506  12.3095  11.3682  7.77123  0.0350000  0.0370000  0.0440000  0.00693532  0.00611654  0.0239231  0.0378787  0.0705061  0.399999  2
228766  344.59899  62.512706  15.9460  15.0180  14.5170  13.9824  13.7746  13.6690  13.7395  -100.000  0.0920000  0.0920000  0.0870000  0.0153983  0.0118474  0.153326  0.693554  10.0000  0.186087  2
228829  346.43490  62.472215  -100.000  15.6670  14.9360  13.9711  13.4807  12.9842  12.3078  9.27580  10.0000  0.152000  0.130000  0.00914980  0.0111077  0.0344707  0.0587641  0.159362  0.00000  2
228950  343.32262  62.527086  -100.000  -100.000  -100.000  14.1002  13.5517  13.1938  12.2837  9.67275  10.0000  10.0000  10.0000  0.0124757  0.0102049  0.0400556  0.0450844  0.258968  0.00000  2
229210  347.19834  62.449529  13.2660  12.1870  11.7610  11.2261  10.9786  10.6673  10.0955  7.09169  0.0260000  0.0290000  0.0210000  0.00279258  0.00307885  0.00668996  0.00935952  0.0336030  0.494325  2
229419  343.26380  62.528900  16.7590  15.1270  14.2990  13.3479  12.7410  12.2538  11.4258  8.09806  0.193000  0.100000  0.0710000  0.00786216  0.00712840  0.0207008  0.0201904  0.0286515  1.00121  2
229567  343.20829  62.529626  16.0220  15.2120  14.8590  13.9480  13.5651  13.2260  12.3286  9.03033  0.108000  0.112000  0.129000  0.0109611  0.0116418  0.0447977  0.0416688  0.0963706  0.135118  2
229726  343.43202  62.528849  -100.000  -100.000  -100.000  12.7793  12.1132  11.6022  11.0312  -100.000  10.0000  10.0000  10.0000  0.0133429  0.0131140  0.0247804  0.0293205  10.0000  0.00000  2
229791  343.40119  62.529092  12.0550  10.9730  10.3630  9.57413  9.26031  8.80801  8.22761  5.41610  0.0240000  0.0220000  0.0190000  0.00184634  0.00228260  0.00257085  0.00423609  0.0174083  0.329954  2
229919  346.28589  62.479945  16.9930  15.6860  14.8410  13.8717  13.4042  12.9575  12.2171  9.21575  0.187000  0.151000  0.109000  0.00980094  0.00858791  0.0264268  0.0409678  0.213912  0.470523  2
229978  347.08721  62.455778  15.7390  12.9620  11.3620  9.80704  9.13382  8.71896  7.95116  4.60709  0.0560000  0.0320000  0.0230000  0.00221842  0.00265277  0.00242934  0.00256594  0.00933749  2.10618  2
230014  343.44649  62.529656  15.7050  14.0070  12.9840  11.8159  11.2937  10.8268  10.0829  6.77201  0.0770000  0.0430000  0.0340000  0.00544203  0.00469150  0.00774593  0.00891802  0.0298809  0.926561  2
230242  344.13303  62.523448  15.4360  14.4620  14.0900  13.4380  13.0825  12.7682  12.0254  -100.000  0.0600000  0.0600000  0.0610000  0.00957321  0.0102170  0.0311828  0.0528542  10.0000  0.377560  2
230296  346.48751  62.475454  13.9990  12.1950  11.0010  9.37100  8.75816  8.03721  6.97000  3.38766  0.0290000  0.0310000  0.0220000  0.00204373  0.00268059  0.00187947  0.00132978  0.00191053  0.937370  2
230363  347.18930  62.453457  14.3420  13.3030  12.6750  11.7025  11.2992  10.9504  10.3597  8.13783  0.0280000  0.0310000  0.0260000  0.00312392  0.00361430  0.00762435  0.0122735  0.0541777  0.245261  2
230376  345.92117  62.491010  -100.000  11.0650  9.86700  8.69591  8.13097  7.49234  6.26569  3.82148  10.0000  0.0320000  0.0470000  0.00268428  0.00254883  0.00168280  0.00215536  0.00621393  0.759312  2
230387  344.67504  62.516574  15.2370  14.1730  13.6850  13.0048  12.6160  12.1590  11.3278  -100.000  0.0530000  0.0460000  0.0420000  0.00764997  0.00641702  0.0418080  0.0921929  10.0000  0.413566  2
230391  344.02949  62.525279  15.8460  14.7430  14.2060  13.7246  13.5265  13.1657  12.2275  8.46246  0.0890000  0.0750000  0.0670000  0.0251386  0.0190697  0.0415514  0.0737222  0.0550545  0.430333  2
230401  343.36166  62.531319  -100.000  -100.000  -100.000  13.0271  12.5818  12.0701  11.1457  -100.000  10.0000  10.0000  10.0000  0.0142526  0.0133019  0.0286827  0.0612425  10.0000  0.00000  2
230402  343.35926  62.531465  14.4660  13.2140  12.6400  11.7806  11.3458  10.9196  10.1097  -100.000  0.0470000  0.0400000  0.0340000  0.00518242  0.00438285  0.0117228  0.0264249  10.0000  0.632457  2
230534  347.20411  62.453474  12.2820  11.2300  10.6970  10.1648  9.85402  9.55619  8.90023  5.78385  0.0260000  0.0290000  0.0210000  0.00252275  0.00277806  0.00340127  0.00322455  0.0137234  0.353185  2
230567  344.27052  62.522822  16.3640  15.0770  14.6230  13.6178  13.2997  12.3723  -100.000  -100.000  0.132000  0.0890000  0.0960000  0.0518922  0.0318354  0.163923  10.0000  10.0000  0.723158  2
230869  343.42119  62.532391  -100.000  15.8060  13.4150  11.3361  10.3910  9.81533  9.14020  -100.000  10.0000  0.194000  0.0470000  0.0123441  0.0123394  0.0133747  0.0118792  10.0000  2.40775  2
230871  342.90533  62.535220  16.1300  15.3250  14.6680  14.4592  14.2010  13.8924  13.2900  -100.000  0.128000  0.130000  0.108000  0.0231483  0.0180319  0.0714850  0.117293  10.0000  0.00000  2
230921  346.29634  62.482797  16.5000  14.8900  13.9730  12.9035  12.4176  11.9711  11.1721  8.25666  0.133000  0.0870000  0.0620000  0.00653580  0.00673252  0.0171160  0.0290666  0.103014  0.884531  2
230924  346.19486  62.485544  11.3210  9.90200  9.00400  7.70059  7.20518  6.81944  5.78263  2.12081  0.0230000  0.0280000  0.0210000  0.00177448  0.00217904  0.00150261  0.000865406  0.00189135  0.599302  2
230936  343.43934  62.532568  14.8290  13.0980  12.1810  10.8763  10.2782  9.79437  9.02305  5.88679  0.0430000  0.0280000  0.0230000  0.00287904  0.00300426  0.00416907  0.00610830  0.0258913  1.07629  2
231105  347.20394  62.455254  14.0340  13.0110  12.5960  12.1555  11.8913  11.6329  10.9333  -100.000  0.0280000  0.0370000  0.0260000  0.00913573  0.00746044  0.0156559  0.0202546  10.0000  0.415691  2
231170  347.94962  62.428101  -100.000  -100.000  14.6720  12.4285  11.5530  10.9260  10.4402  7.51167  10.0000  10.0000  0.112000  0.00997389  0.00614945  0.00893361  0.0308970  0.0295678  0.00000  2
231185  345.76829  62.497371  16.0020  14.6250  13.7180  12.6841  12.2140  11.8002  11.2141  7.62827  0.0920000  0.0640000  0.0420000  0.00597152  0.00493229  0.0192822  0.0401497  0.114996  0.524471  2
231210  343.24899  62.534802  -100.000  15.3120  14.8590  14.3390  14.0045  13.5344  12.6958  -100.000  10.0000  0.108000  0.134000  0.0157729  0.0198650  0.0540891  0.0640473  10.0000  0.00000  2
231578  343.21579  62.536078  -100.000  -100.000  14.8950  13.2146  12.6596  12.0727  11.2269  7.84503  10.0000  10.0000  0.121000  0.00551958  0.00583351  0.0137109  0.0165579  0.0401824  0.00000  2
231730  343.29861  62.535917  -100.000  15.2910  14.1180  12.6820  12.1843  11.7889  11.3133  8.63838  10.0000  0.109000  0.0640000  0.00442654  0.00485004  0.0127863  0.0160875  0.0675456  0.913593  2
231776  347.06651  62.462127  15.2130  13.4430  12.4090  11.2886  10.6565  10.0588  9.19123  -100.000  0.0440000  0.0420000  0.0250000  0.00498070  0.00440628  0.00690493  0.0176099  10.0000  1.03056  2
231919  347.06303  62.462699  16.1240  13.7930  12.4630  11.1546  10.4718  9.60418  8.31343  4.23584  0.0860000  0.0480000  0.0260000  0.00503341  0.00438541  0.00401827  0.00291970  0.0336100  1.64754  2
231955  343.32377  62.536636  -100.000  -100.000  -100.000  14.8500  14.4191  14.0527  13.5046  -100.000  10.0000  10.0000  10.0000  0.0235144  0.0190347  0.0687352  0.0698327  10.0000  0.00000  2
232081  346.53866  62.479532  15.7650  14.4120  13.8590  12.9359  12.5584  12.0466  11.6146  9.54531  0.0770000  0.0640000  0.0540000  0.00787502  0.00594258  0.0139787  0.0410152  0.313922  0.792632  2
232243  346.38655  62.484561  -100.000  -100.000  15.0810  13.1253  12.2041  11.6560  11.0495  7.56392  10.0000  10.0000  0.148000  0.0106938  0.0115808  0.0202698  0.0427170  0.139517  0.00000  2
232277  343.01219  62.539291  13.3580  12.2940  11.8180  11.0610  10.7223  10.4124  9.84856  8.26362  0.0240000  0.0230000  0.0220000  0.00349040  0.00324119  0.00549110  0.00491858  0.155254  0.424596  2
232359  343.43333  62.537133  15.5260  14.3550  13.8090  13.0921  12.7554  12.3854  11.7044  -100.000  0.0600000  0.0490000  0.0630000  0.00733479  0.00737957  0.0306427  0.0371176  10.0000  0.529827  2
232412  344.09647  62.530932  -100.000  14.9450  13.8940  12.5976  12.1662  11.8415  11.1488  8.45916  10.0000  0.0820000  0.0520000  0.00467862  0.00480967  0.0138211  0.0357001  0.125586  0.832776  2
232501  343.65772  62.535789  16.3470  15.1740  14.3670  12.9959  12.5211  12.1905  11.6685  9.29044  0.124000  0.100000  0.0820000  0.00634353  0.00581637  0.0177982  0.0196381  0.119004  0.293091  2
232817  343.51223  62.538001  15.0820  13.8590  13.3720  12.7143  12.4089  12.0991  11.4483  9.16279  0.0470000  0.0380000  0.0370000  0.00488808  0.00545460  0.0153843  0.0213608  0.119641  0.655789  2
232897  343.87517  62.534970  15.4310  14.1810  13.4900  12.5590  12.1296  11.7110  10.9074  8.56961  0.0510000  0.0460000  0.0400000  0.00480843  0.00472836  0.0116438  0.0109141  0.127420  0.521743  2
232898  343.69277  62.536754  13.7010  12.6930  12.2410  11.4117  10.9204  10.3565  9.51613  7.26415  0.0260000  0.0230000  0.0230000  0.00368711  0.00311010  0.00597811  0.00890086  0.0812697  0.357909  2
232974  343.44808  62.538931  16.5730  14.4210  13.4340  12.4412  11.9817  11.6109  10.6562  7.39915  0.153000  0.0620000  0.0390000  0.00494708  0.00475915  0.0142738  0.0123829  0.0309659  1.63368  2
233205  343.82227  62.536476  15.9730  14.8730  14.3660  13.4784  13.0908  12.7357  12.2365  -100.000  0.0860000  0.0800000  0.0740000  0.00862073  0.00847584  0.0293880  0.0508180  10.0000  0.453153  2
233210  343.38857  62.539919  10.8480  9.19400  8.20400  7.04759  6.65169  6.11806  5.58332  2.54944  0.0250000  0.0220000  0.0190000  0.00202131  0.00211840  0.00124311  0.000691789  0.00359936  0.887162  2
233274  343.36852  62.540464  -100.000  -100.000  14.7540  12.7462  12.0609  11.5569  10.9198  7.94499  10.0000  10.0000  0.112000  0.00607928  0.00512558  0.0162417  0.0314915  0.166197  0.00000  2
233409  345.78913  62.503714  16.1000  14.5500  13.6800  12.6973  12.2724  11.6957  10.7959  7.70178  0.0930000  0.0600000  0.0400000  0.00498358  0.00513786  0.0132065  0.0187294  0.0521872  0.832647  2
233472  347.08317  62.466878  -100.000  15.8130  14.5090  13.5014  12.8411  12.3631  11.5568  8.27284  10.0000  0.130000  0.0680000  0.0100620  0.00886584  0.0236529  0.0510287  0.126181  0.709424  2
233589  343.05040  62.543085  16.4780  15.5340  14.7240  13.8145  13.4187  13.1587  12.5802  -100.000  0.177000  0.158000  0.114000  0.0163918  0.0126031  0.0416000  0.0590866  10.0000  0.00000  2
233623  347.06559  62.467973  -100.000  15.8470  14.5530  13.5617  13.2920  13.0359  12.6853  -100.000  10.0000  0.155000  0.0720000  0.0106844  0.0127023  0.0410755  0.0516344  10.0000  1.93122  2
233649  344.16539  62.533935  13.3610  12.2580  11.7220  11.3345  11.0429  10.6647  10.0465  7.60511  0.0240000  0.0230000  0.0220000  0.00384090  0.00346840  0.00752001  0.00771925  0.117694  0.431251  2
233652  343.83119  62.537699  16.2570  15.2430  15.0120  14.2206  13.9452  13.6811  13.1452  -100.000  0.123000  0.117000  0.137000  0.0194806  0.0266126  0.0626825  0.0734019  10.0000  0.435789  2
233727  343.81217  62.538079  14.2800  13.2200  12.7080  12.1383  11.9116  11.5434  10.9612  7.73920  0.0370000  0.0330000  0.0300000  0.00495611  0.00472478  0.0125443  0.0226115  0.0707588  0.385165  2
233816  343.24934  62.542897  15.0300  -100.000  12.7020  11.5445  10.9589  10.7532  10.1156  7.19320  0.0590000  10.0000  0.0350000  0.00327358  0.00308062  0.00664803  0.00852789  0.0243344  0.00000  2
233954  346.32314  62.491453  14.9020  13.4560  12.7280  11.9567  11.6404  11.2684  10.3901  6.81676  0.0470000  0.0390000  0.0310000  0.00349581  0.00392917  0.0100748  0.0284733  0.0342637  0.798351  2
233986  342.84341  62.545160  15.3000  14.4190  14.0350  13.6469  13.4822  13.2115  12.7037  -100.000  0.0580000  0.0640000  0.0640000  0.00844508  0.0104163  0.0349943  0.0690445  10.0000  0.219145  2
234048  343.61123  62.540845  15.4480  14.1320  13.7590  12.9829  12.5464  12.1785  11.4003  8.35974  0.0620000  0.0470000  0.0530000  0.00525182  0.00554350  0.0182433  0.0320894  0.0558213  0.753684  2
234104  346.42049  62.489143  -100.000  14.3760  12.7220  11.4347  10.6750  10.0173  9.60839  -100.000  10.0000  0.103000  0.0630000  0.0332198  0.0341855  0.0361879  0.0615269  10.0000  1.23148  2
234125  343.11355  62.544393  15.4590  14.4080  13.6710  13.1092  12.7452  12.5049  11.8549  8.36890  0.0630000  0.0640000  0.0530000  0.00769315  0.00694094  0.0247052  0.0402649  0.0674374  0.164088  2
234249  346.93992  62.473998  15.6060  14.8450  14.3080  13.6803  13.3767  13.0776  12.6640  10.0438  0.0550000  0.0610000  0.0590000  0.00743348  0.00887709  0.0327221  0.0468284  0.293161  0.00000  2
234485  347.06707  62.470533  -100.000  16.1630  14.8870  13.9034  13.4366  12.9556  12.0883  -100.000  10.0000  0.193000  0.100000  0.0163020  0.0174854  0.0362986  0.0423413  10.0000  1.25944  2
234486  346.44548  62.489695  16.3880  14.3150  13.1850  11.3259  10.6897  10.0471  9.26054  6.09538  0.127000  0.0600000  0.0390000  0.00437338  0.00302277  0.00916970  0.0288163  0.0614969  1.42251  2
234752  348.48131  62.417212  -100.000  15.9050  14.8560  13.8888  13.5420  13.2423  12.7639  -100.000  10.0000  0.151000  0.131000  0.0176531  0.0148482  0.0452181  0.0656052  10.0000  1.09749  2
234841  346.34669  62.493736  16.1450  14.8510  14.1660  13.3513  12.8866  12.4167  11.5941  9.60453  0.0980000  0.0740000  0.0610000  0.00718452  0.00692979  0.0274991  0.0297152  0.402982  0.596990  2
234842  346.30189  62.494929  -100.000  -100.000  -100.000  12.8180  12.3424  12.0213  11.4347  8.70623  10.0000  10.0000  10.0000  0.00712906  0.00538584  0.0219225  0.0323718  0.0729304  0.00000  2
234853  344.46288  62.533877  15.9770  14.4890  13.7760  13.1846  12.7960  -100.000  -100.000  -100.000  0.0920000  0.0620000  0.0530000  0.0201702  0.0144492  10.0000  10.0000  10.0000  0.878700  2
234860  343.80461  62.541862  15.2330  14.1850  13.8180  13.2863  12.9918  12.6090  11.9392  -100.000  0.0670000  0.0490000  0.0520000  0.00843543  0.00932564  0.0237578  0.0380163  10.0000  0.471578  2
234865  343.53509  62.544253  17.2100  15.7070  15.3180  14.4613  14.0792  13.6715  12.9681  -100.000  0.288000  0.168000  0.175000  0.0160484  0.0164553  0.0448371  0.0688042  10.0000  0.00000  2
235092  344.17946  62.538466  14.7330  13.6240  12.9680  11.9786  11.5999  11.4346  10.7788  -100.000  0.0430000  0.0320000  0.0310000  0.00536083  0.00396435  0.0307508  0.0266334  10.0000  0.330461  2
235307  346.92259  62.477992  16.6370  15.0700  14.0050  12.3008  11.6077  10.9294  10.0343  7.43901  0.127000  0.0840000  0.0550000  0.00461305  0.00380979  0.00765426  0.00817842  0.0348488  0.680348  2
235462  346.38223  62.494794  15.5510  13.6330  12.4130  11.2882  10.7085  9.99469  8.87576  4.69344  0.0700000  0.0490000  0.0330000  0.00339010  0.00312147  0.00447468  0.00538307  0.0118382  1.09413  2
235513  346.43566  62.493503  15.1400  13.3160  12.4670  11.4460  10.8141  10.0672  8.88795  5.71826  0.0510000  0.0370000  0.0270000  0.00647858  0.00449400  0.00742522  0.0228572  0.0501471  1.28618  2
235599  343.80895  62.544201  14.6120  13.5170  12.9210  12.3009  11.9911  11.6279  10.7784  7.58041  0.0390000  0.0370000  0.0300000  0.00952650  0.00721218  0.0134301  0.0174893  0.0707600  0.363423  2
235667  346.32665  62.496937  16.9850  15.0440  14.4510  13.6230  13.4063  13.0471  12.5893  -100.000  0.192000  0.144000  0.0850000  0.00987340  0.0127268  0.0451674  0.0964772  10.0000  1.41158  2
235772  344.02062  62.542325  14.6740  13.7040  13.3790  12.6792  12.3586  11.8866  10.9157  7.79375  0.0430000  0.0390000  0.0440000  0.00804142  0.00695915  0.0172604  0.0468714  0.0416214  0.389473  2
235817  347.88502  62.445145  -100.000  -100.000  -100.000  14.7937  14.3577  13.8202  13.0913  9.77160  10.0000  10.0000  10.0000  0.0174480  0.0175327  0.0879892  0.157470  0.370671  0.00000  2
235839  346.41898  62.494855  -100.000  -100.000  14.2310  12.5683  11.8945  11.3855  10.7145  -100.000  10.0000  10.0000  0.106000  0.0123924  0.0225174  0.0413032  0.0818655  10.0000  0.00000  2
235892  347.79509  62.448957  16.4330  14.1350  12.0690  10.2760  9.32738  8.63818  7.90081  4.19703  0.125000  0.0470000  0.0250000  0.00382093  0.00292986  0.00261539  0.00442825  0.0212838  0.918733  2
235909  346.42365  62.494724  16.4750  15.3260  13.9170  12.9067  12.3148  11.9432  11.3511  -100.000  0.150000  0.122000  0.0680000  0.0224152  0.0285579  0.0269670  0.122993  10.0000  0.00000  2
236083  344.10128  62.542392  12.9120  11.6860  -100.000  10.0938  9.69039  9.31205  8.45431  5.04056  0.0300000  0.0250000  10.0000  0.00251115  0.00255802  0.00332470  0.00450129  0.0151287  0.00000  2
236235  343.51429  62.548569  15.2640  13.9550  13.4320  12.7110  12.2578  11.7844  10.9984  8.02047  0.0610000  0.0390000  0.0350000  0.00486926  0.00483381  0.0136731  0.0422384  0.150760  0.746316  2
236238  343.14615  62.551032  15.3010  13.9880  13.5150  13.0319  12.6155  12.2336  11.3558  7.88993  0.0630000  0.0420000  0.0430000  0.00655982  0.00612257  0.0216168  0.0171633  0.0378072  0.750526  2
236388  343.94433  62.545189  15.8600  15.0410  14.4790  13.6115  13.1993  12.8878  12.1862  -100.000  0.0850000  0.0940000  0.0820000  0.0181254  0.0115707  0.104726  0.338157  10.0000  0.00000  2
236590  346.47656  62.495631  16.3060  14.1930  12.9180  11.8085  11.3713  10.8846  10.2975  6.78735  0.125000  0.0560000  0.0310000  0.00394669  0.00359173  0.0144378  0.0282792  0.0524596  1.35261  2
236617  343.90746  62.546372  15.2770  14.3440  13.8670  13.3052  13.0180  12.5899  11.8570  -100.000  0.0540000  0.0660000  0.0500000  0.00910409  0.00978499  0.0200577  0.0314288  10.0000  0.216070  2
236696  343.79679  62.547576  13.6410  12.4780  11.9180  11.2179  10.8983  10.3185  9.65134  7.43678  0.0240000  0.0260000  0.0210000  0.00367679  0.00358671  0.00495302  0.00613003  0.0464884  0.504280  2
236739  347.79904  62.451284  14.0480  12.4360  11.3440  9.92834  9.43711  8.99719  8.19159  4.39088  0.0290000  0.0310000  0.0220000  0.00313131  0.00315500  0.00309546  0.00283831  0.00732659  0.726847  2
236771  344.52526  62.538871  -100.000  -100.000  14.7240  13.1281  12.5222  12.1005  11.4093  -100.000  10.0000  10.0000  0.100000  0.0159835  0.0180907  0.0564688  0.150117  10.0000  0.00000  2
236783  343.27470  62.551967  16.0200  14.6100  13.7200  12.5454  12.0672  11.5505  10.7572  8.13616  0.105000  0.0690000  0.0500000  0.00491590  0.00482175  0.0108601  0.0104993  0.0490057  0.592395  2
236852  343.70284  62.549059  14.9090  13.7460  13.2470  12.2282  11.8451  11.5189  10.9604  -100.000  0.0440000  0.0360000  0.0330000  0.00858501  0.00618597  0.0302467  0.0869660  10.0000  0.560348  2
236950  343.20544  62.552853  15.2860  14.3000  13.8120  12.9808  12.5664  12.1053  11.3930  8.95496  0.0590000  0.0620000  0.0520000  0.00623443  0.00589948  0.0180965  0.0276815  0.0571580  0.289953  2
237012  343.54656  62.550900  14.5140  13.2600  12.7710  12.2429  12.0422  11.7881  11.2884  9.64992  0.0390000  0.0340000  0.0270000  0.00414783  0.00451770  0.0118305  0.0126927  0.253234  0.688421  2
237088  343.85790  62.548288  12.5460  11.5990  10.9620  9.89307  9.46151  9.10069  8.11855  5.14099  0.0230000  0.0220000  0.0170000  0.00264251  0.00263459  0.00286470  0.00195015  0.00718892  0.0911878  2
237145  346.41600  62.498878  13.6970  12.0830  11.1920  10.2380  9.76959  9.26758  8.59287  5.49564  0.0280000  0.0290000  0.0210000  0.00194600  0.00236836  0.00327031  0.00463079  0.0424104  0.914769  2
