# Region = CEP
index  ra  dec  j  h  k  ch1  ch2  ch3  ch4  m24  uj  uh  uk  uch1  uch2  uch3  uch4  um24  ak  class
95573  344.13140  62.032499  16.7380  14.3220  13.0970  11.4822  10.9275  10.4698  9.75112  6.90666  0.207000  0.0460000  0.0250000  0.0110380  0.0164361  0.0208937  0.0444708  0.615574  0.856812  2
95880  344.16724  62.033553  15.6880  13.9280  13.0200  12.2188  11.8549  11.5012  11.0923  7.82384  0.0790000  0.0410000  0.0250000  0.00875360  0.0123857  0.0185472  0.0791160  0.223939  1.13052  2
95971  343.80287  62.038132  15.9440  14.5320  13.8810  13.1954  12.8198  12.5519  12.1834  -100.000  0.0980000  0.0650000  0.0540000  0.0102323  0.00696660  0.0436051  0.0624952  10.0000  0.815247  2
96105  344.04696  62.036427  14.6230  12.8360  11.8710  10.0905  9.43698  8.85515  7.95546  -100.000  0.0410000  0.0270000  0.0230000  0.00693628  0.00842409  0.0160562  0.0317472  10.0000  1.12092  2
96106  344.04329  62.036361  16.2070  14.5790  13.7110  12.7972  12.4219  -100.000  -100.000  -100.000  0.142000  0.0760000  0.0550000  0.0522777  0.0558345  10.0000  10.0000  10.0000  0.958099  2
96303  343.88005  62.039495  14.9560  13.1670  12.4270  11.7013  11.4013  11.1470  10.6259  9.49446  0.0440000  0.0280000  0.0230000  0.00521856  0.00472704  0.0132331  0.0473924  0.243904  1.25158  2
96531  344.06782  62.038469  -100.000  13.7800  11.4120  9.49937  8.64495  8.01246  7.39525  -100.000  10.0000  0.0430000  0.0320000  0.0206237  0.0285858  0.0457967  0.0299316  10.0000  2.64176  2
96839  343.94381  62.041607  -100.000  15.0560  13.8040  12.2277  11.7158  11.1081  10.2382  7.25137  10.0000  0.0950000  0.0500000  0.00530913  0.00423907  0.0225783  0.0563239  0.194411  1.05800  2
96881  343.92728  62.041841  -100.000  15.0260  13.8740  12.5758  12.0353  11.6844  11.0418  -100.000  10.0000  0.0790000  0.0550000  0.00972734  0.00619957  0.0488765  0.140662  10.0000  0.727075  2
96955  344.13416  62.039915  -100.000  13.4400  11.1230  11.3901  10.8979  10.4584  9.64028  -100.000  10.0000  0.0990000  0.0610000  0.192987  0.189206  0.149803  0.0640545  10.0000  3.67469  2
96956  344.03058  62.041318  -100.000  13.9970  12.0840  10.3101  9.76460  9.32397  8.85893  -100.000  10.0000  0.0380000  0.0200000  0.00453040  0.00382838  0.0409725  0.109542  10.0000  2.53592  2
97571  343.98953  62.045031  14.7940  13.7230  13.1620  12.0890  11.6367  10.8456  9.55807  -100.000  0.0440000  0.0360000  0.0350000  0.0287860  0.0238079  0.180615  0.307219  10.0000  0.357560  2
97652  344.10632  62.044190  -100.000  -100.000  12.2070  11.6340  11.1143  10.5525  9.95248  -100.000  10.0000  10.0000  0.0600000  0.117849  0.135561  0.127847  0.0523667  10.0000  0.00000  2
98225  345.84532  62.015640  15.5040  14.8470  14.5560  14.0578  13.8567  13.8781  -100.000  -100.000  0.0620000  0.0820000  0.0880000  0.0195220  0.0166309  0.0866897  10.0000  10.0000  0.00000  2
98656  344.01873  62.050846  12.4240  11.1170  10.5170  9.86356  9.43426  8.85166  -100.000  -100.000  0.0240000  0.0190000  0.0210000  0.0521746  0.0436276  0.360189  10.0000  10.0000  0.695722  2
98853  344.02308  62.051900  13.5930  11.9570  11.2180  10.2883  9.95102  9.29618  8.29156  -100.000  0.0270000  0.0180000  0.0210000  0.0129852  0.0119646  0.0937181  0.179152  10.0000  1.08935  2
98999  342.93949  62.060735  16.2700  15.5330  14.7100  14.3149  14.0173  13.6107  12.8387  -100.000  0.137000  0.168000  0.115000  0.0244523  0.0184876  0.0728016  0.0703027  10.0000  0.00000  2
99204  344.18722  62.051848  -100.000  15.6900  15.0250  14.4564  14.0819  13.6367  12.7898  -100.000  10.0000  0.157000  0.131000  0.0316027  0.0257233  0.110794  0.136329  10.0000  0.0884878  2
99287  344.38431  62.049677  14.0570  12.7860  12.0210  11.1495  10.6728  10.3311  9.56776  6.41243  0.0280000  0.0280000  0.0220000  0.00326079  0.00305992  0.00593632  0.00554118  0.0287755  0.487004  2
99342  344.00759  62.054604  11.4570  10.2750  9.71000  8.60241  8.04985  7.40050  6.50211  -100.000  0.0220000  0.0180000  0.0180000  0.00394465  0.00329739  0.0213991  0.0464548  10.0000  0.529795  2
99381  344.10844  62.053747  16.3010  14.3680  13.6970  12.4568  12.0358  11.4997  10.9369  -100.000  0.136000  0.0510000  0.0430000  0.0826113  0.0862687  0.0760499  0.0453487  10.0000  1.40316  2
99464  344.38683  62.050638  16.2360  14.7930  14.3210  13.3705  12.9545  12.5621  11.8559  -100.000  0.118000  0.0840000  0.0700000  0.0247852  0.0188256  0.0382751  0.0379990  10.0000  0.887368  2
100097  342.71987  62.067358  14.6820  13.8060  13.3760  13.2217  12.7479  13.4569  12.7939  -100.000  0.0380000  0.0440000  0.0290000  0.0451820  0.0666812  0.312748  0.157221  10.0000  0.168939  2
100123  344.03174  62.058602  13.5260  11.7770  10.7500  9.41438  9.04076  8.38368  7.19770  -100.000  0.0250000  0.0180000  0.0180000  0.00423164  0.00344074  0.0404442  0.0764120  10.0000  1.00371  2
100444  343.85919  62.062290  16.6810  15.3140  14.8910  13.9019  13.6831  13.1255  12.4477  -100.000  0.187000  0.117000  0.128000  0.0128119  0.0140619  0.0598472  0.135788  10.0000  0.807368  2
101136  343.97331  62.064631  16.5740  14.8960  14.2230  13.2575  12.8346  12.6316  12.0216  -100.000  0.181000  0.0840000  0.0720000  0.0194975  0.0107099  0.115813  0.304240  10.0000  1.13474  2
101456  344.10451  62.064725  -100.000  -100.000  14.6220  12.6932  11.8704  11.3575  10.7623  7.46147  10.0000  10.0000  0.109000  0.110477  0.133673  0.118349  0.0412249  0.248625  0.00000  2
101541  344.08561  62.065548  -100.000  -100.000  15.0550  13.9409  13.0064  12.4379  11.5630  6.63068  10.0000  10.0000  0.153000  0.0702511  0.0624001  0.0712270  0.0909650  0.388130  0.00000  2
101708  344.05972  62.066695  16.3110  15.2050  14.2850  13.2985  12.8078  12.4063  11.9968  -100.000  0.140000  0.117000  0.0760000  0.0335369  0.0385276  0.0743415  0.140060  10.0000  0.0830442  2
101946  345.88096  62.034758  15.2040  14.3690  13.8450  13.1949  13.0292  13.2112  -100.000  -100.000  0.0750000  0.0890000  0.0890000  0.0144842  0.0194410  0.0543590  10.0000  10.0000  0.0175594  2
102013  344.03464  62.068805  -100.000  14.9890  13.9640  12.8362  12.3951  12.0455  11.4924  -100.000  10.0000  0.132000  0.0660000  0.0487405  0.0398464  0.0755948  0.124071  10.0000  0.739282  2
102160  344.21864  62.067191  -100.000  -100.000  -100.000  14.6723  14.1325  13.4761  12.7492  -100.000  10.0000  10.0000  10.0000  0.0416871  0.0441131  0.0861870  0.166260  10.0000  0.00000  2
102372  343.92056  62.071929  14.9340  13.6910  13.1350  12.8108  12.6313  12.3944  11.9184  -100.000  0.0420000  0.0340000  0.0380000  0.00957716  0.00762007  0.0550327  0.172556  10.0000  0.634739  2
102459  344.10415  62.070172  16.7130  14.9480  13.5150  12.4911  12.0923  11.6371  11.0578  -100.000  0.206000  0.0950000  0.0420000  0.0160076  0.0201987  0.0360646  0.0630829  10.0000  1.85263  2
102700  344.56120  62.065553  15.0900  13.9610  13.3970  12.2402  11.8599  11.5781  10.9529  8.14669  0.0510000  0.0450000  0.0320000  0.00429747  0.00457902  0.0124321  0.0330213  0.0494241  0.446719  2
102752  344.00400  62.073211  -100.000  -100.000  13.7020  12.2613  11.7887  11.5142  10.7844  7.44388  10.0000  10.0000  0.0510000  0.00862514  0.00794309  0.0533714  0.120448  0.472168  0.00000  2
102906  342.74913  62.082428  14.2830  13.6670  13.4910  13.2094  12.7629  13.2782  12.6669  -100.000  0.0340000  0.0370000  0.0470000  0.0437146  0.0348564  0.367780  0.135085  10.0000  0.00000  2
102981  343.89667  62.075484  -100.000  15.8610  14.7830  13.9077  13.3271  12.9577  12.3070  -100.000  10.0000  0.203000  0.112000  0.0128788  0.0101099  0.0631017  0.105344  10.0000  0.00000  2
103032  344.05119  62.074086  -100.000  -100.000  -100.000  11.4034  10.8689  10.2772  9.60707  8.68357  10.0000  10.0000  10.0000  0.00745205  0.00685956  0.0201718  0.0250177  0.894869  0.00000  2
103122  344.06578  62.074376  16.2330  14.1500  13.3170  12.5778  12.1664  11.7431  10.9712  6.95763  0.136000  0.0570000  0.0410000  0.0112230  0.0150416  0.0444883  0.111026  0.203430  1.56105  2
103342  344.02863  62.076032  -100.000  10.3610  -100.000  8.18384  7.73054  6.91775  5.65997  3.45681  10.0000  0.0580000  10.0000  0.00392692  0.00306494  0.00173190  0.00186754  0.0142767  0.00000  2
103542  343.94734  62.077859  15.3430  13.7320  12.8280  11.4667  10.9240  10.5394  9.80551  7.08833  0.0600000  0.0350000  0.0280000  0.00353419  0.00313632  0.0111105  0.0385136  0.166247  0.898066  2
103585  343.92753  62.078151  13.8140  12.3690  11.5390  10.7143  10.3483  10.0519  9.13195  5.64648  0.0260000  0.0240000  0.0230000  0.00410023  0.00343512  0.00681558  0.0154128  0.0451969  0.703010  2
103682  343.43619  62.083128  14.9560  14.0690  13.7320  13.1030  12.9057  12.6208  11.9773  -100.000  0.0440000  0.0450000  0.0500000  0.00946863  0.00880721  0.0592608  0.174851  10.0000  0.271854  2
103947  344.07124  62.078775  -100.000  13.9480  12.4700  10.8468  10.2763  9.94287  9.46183  6.55367  10.0000  0.0420000  0.0250000  0.00440660  0.00380256  0.0101501  0.0431267  0.109085  1.41312  2
104712  344.04304  62.083191  15.1700  13.6190  12.8560  12.0969  11.7350  11.4116  10.9173  -100.000  0.0540000  0.0340000  0.0330000  0.0117881  0.00724619  0.0346503  0.0598759  10.0000  0.932582  2
104741  346.46682  62.033820  14.5300  13.8760  13.4250  12.7569  12.1550  -100.000  -100.000  -100.000  0.0640000  0.0650000  0.0710000  0.0684460  0.0443954  10.0000  10.0000  10.0000  0.00000  2
105035  344.01212  62.085204  15.8460  14.1000  13.1100  11.6466  11.2045  10.6994  10.1374  7.05145  0.0920000  0.0500000  0.0320000  0.00425548  0.00370250  0.00979366  0.0363789  0.138001  1.03296  2
105916  343.72006  62.092917  16.4320  15.1820  14.6080  13.5186  12.9167  12.4497  11.5797  -100.000  0.151000  0.111000  0.0960000  0.00996808  0.00841404  0.0439050  0.0658551  10.0000  0.629285  2
106114  343.89742  62.092216  14.3510  13.0010  12.4320  11.7634  11.3522  10.9721  10.3436  -100.000  0.0330000  0.0230000  0.0250000  0.00402576  0.00351795  0.0143147  0.0438174  10.0000  0.789473  2
106282  343.01513  62.099455  13.8720  12.8320  12.3480  11.3207  11.0000  10.7518  9.96561  6.85246  0.0280000  0.0270000  0.0260000  0.00265691  0.00322095  0.00695406  0.00607726  0.0263091  0.379207  2
107197  343.20468  62.103386  15.7270  14.7850  14.3450  13.7961  13.4537  13.3335  13.7874  -100.000  0.0830000  0.0750000  0.0830000  0.0313294  0.0273455  0.373113  3.42479  10.0000  0.264343  2
107384  344.03804  62.097120  -100.000  -100.000  -100.000  12.4219  11.9403  11.5460  10.7824  7.34133  10.0000  10.0000  10.0000  0.00557952  0.00495619  0.0159827  0.0425187  0.0795334  0.00000  2
108127  344.35678  62.096829  14.6220  13.0730  12.2280  11.4213  10.8879  10.9784  10.0220  7.46845  0.0320000  0.0300000  0.0210000  0.00387713  0.00344907  0.00790104  0.00708395  0.0321377  0.854041  2
108665  343.33696  62.109813  14.1410  13.0260  12.4580  11.8403  11.5700  11.3384  10.8008  -100.000  0.0340000  0.0270000  0.0240000  0.00459262  0.00423662  0.0325266  0.104883  10.0000  0.420856  2
108668  342.98995  62.111755  14.5560  13.3910  12.8330  11.7343  11.1552  10.5523  9.64843  7.78198  0.0330000  0.0460000  0.0380000  0.00330398  0.00356193  0.00637731  0.0120390  0.0516024  0.509287  2
109058  342.75881  62.114395  16.0910  15.2900  14.8220  14.1735  13.9430  13.5364  13.0436  -100.000  0.120000  0.137000  0.133000  0.0183858  0.0146818  0.0690050  0.0987140  10.0000  0.0151497  2
109185  343.78614  62.108887  15.0280  13.7190  12.9770  12.3891  12.0010  11.7329  11.3034  7.74376  0.0490000  0.0390000  0.0320000  0.00521317  0.00497359  0.0282514  0.0610824  0.194371  0.568368  2
109248  343.12424  62.114098  13.3050  12.1690  11.6070  10.9369  10.6236  10.3483  9.57120  6.15174  0.0250000  0.0240000  0.0200000  0.00211349  0.00287218  0.00870155  0.0281194  0.0773664  0.459653  2
110492  343.35412  62.118839  14.4320  13.2460  12.6620  12.0268  11.6326  11.2447  10.5265  -100.000  0.0420000  0.0360000  0.0310000  0.00604627  0.00600999  0.0215115  0.0526660  10.0000  0.518668  2
111122  343.47351  62.121056  13.3250  12.1400  11.4360  10.5241  10.2648  10.0445  9.49512  6.64095  0.0250000  0.0230000  0.0200000  0.00212238  0.00289849  0.00549533  0.0117073  0.0372368  0.406782  2
111269  343.25309  62.123366  13.1640  12.0920  11.6200  10.9719  10.7172  10.5235  10.0879  7.20410  0.0240000  0.0270000  0.0210000  0.00387553  0.00394733  0.0182738  0.0555080  0.198799  0.440950  2
111312  344.18876  62.114882  12.3880  11.5270  10.9070  9.82044  9.42376  9.09859  8.36888  5.48625  0.0260000  0.0270000  0.0200000  0.00286870  0.00277232  0.00667653  0.0278232  0.0404605  0.00000  2
111468  343.37471  62.123419  13.8160  12.8740  12.4600  11.9539  11.6654  11.2516  10.5968  -100.000  0.0330000  0.0310000  0.0260000  0.00627355  0.00483004  0.0155855  0.0362326  10.0000  0.288242  2
111750  343.34978  62.125177  12.9410  11.7560  11.3100  10.9068  10.7211  10.4689  9.88514  -100.000  0.0250000  0.0230000  0.0200000  0.00279079  0.00336481  0.00902897  0.0251357  10.0000  0.615790  2
112016  343.40111  62.125884  16.4120  14.6510  13.7250  12.7654  12.3161  11.8427  11.2351  -100.000  0.141000  0.0710000  0.0480000  0.00837073  0.00767774  0.0269359  0.0507143  10.0000  1.11556  2
112348  344.07523  62.121156  14.7920  13.6200  13.0040  12.1979  11.7472  11.1203  9.98856  6.80684  0.0440000  0.0340000  0.0300000  0.00693207  0.00622218  0.0313312  0.0645632  0.115968  0.467068  2
112361  342.63950  62.130906  16.2400  15.4310  15.2000  14.2745  14.0573  13.6025  13.2649  -100.000  0.0980000  0.116000  0.154000  0.0154181  0.0237969  0.0540600  0.0893925  10.0000  0.220000  2
112448  343.30979  62.128657  15.0220  14.0430  13.5120  12.9222  12.4747  12.1149  11.3358  -100.000  0.0470000  0.0390000  0.0430000  0.0195748  0.0192372  0.115844  0.287511  10.0000  0.239334  2
112563  344.08355  62.122290  15.0630  13.9720  13.4400  12.7828  12.5536  12.3002  11.8134  7.12442  0.0510000  0.0420000  0.0370000  0.00889258  0.00827306  0.0488368  0.118093  0.0172768  0.415910  2
112618  343.29539  62.129789  15.6580  14.6520  14.1110  13.5535  13.2221  12.7771  11.6688  -100.000  0.0800000  0.0680000  0.0750000  0.0151984  0.0172188  0.0774428  0.173206  10.0000  0.272931  2
112901  343.30458  62.131009  14.7440  13.3790  12.6010  11.4419  10.9596  10.3958  9.56491  6.71355  0.0400000  0.0320000  0.0220000  0.00412299  0.00343549  0.0101521  0.0331228  0.141088  0.624027  2
113627  343.31983  62.134628  13.7580  12.6990  12.2880  11.7578  11.4818  10.8973  10.0767  -100.000  0.0240000  0.0230000  0.0240000  0.00996802  0.0103091  0.0284923  0.0504124  10.0000  0.476418  2
113759  343.97700  62.129478  15.1350  13.8720  13.2010  12.1941  11.6329  11.5738  11.0017  7.57918  0.0490000  0.0360000  0.0360000  0.00482557  0.00394960  0.0198788  0.0549904  0.0795522  0.560730  2
113815  343.31355  62.135690  12.2950  11.0810  10.3450  9.45670  9.00378  8.43922  7.64326  5.39458  0.0220000  0.0220000  0.0180000  0.00221145  0.00219151  0.00392630  0.0100937  0.0686374  0.423328  2
113876  343.38303  62.135483  12.7010  -100.000  -100.000  10.6674  10.3394  9.82405  9.20143  -100.000  0.139000  10.0000  10.0000  0.0171354  0.0154407  0.00764990  0.0274196  10.0000  0.00000  2
113925  343.30438  62.136136  13.9070  12.6110  11.9010  10.7301  10.2992  9.79304  8.94948  6.19969  0.0290000  0.0250000  0.0210000  0.00409653  0.00350274  0.00937155  0.0329903  0.125086  0.577178  2
114021  343.29348  62.136781  16.0730  15.1310  14.5250  13.6035  13.0376  12.4320  11.5386  -100.000  0.119000  0.0990000  0.0870000  0.0171676  0.0142050  0.0802234  0.137469  10.0000  0.111760  2
114073  343.72741  62.133546  -100.000  -100.000  -100.000  14.2837  13.5106  12.8570  11.8266  -100.000  10.0000  10.0000  10.0000  0.0214407  0.0128300  0.0658924  0.104890  10.0000  0.00000  2
114365  343.32630  62.138151  11.8860  10.9330  10.5570  10.0664  9.73289  9.44411  8.77154  -100.000  0.0220000  0.0230000  0.0180000  0.00334501  0.00304894  0.0124021  0.0281035  10.0000  0.340603  2
114366  343.26783  62.138415  14.9770  13.9520  13.3920  12.7311  12.4837  11.8917  10.8958  7.95648  0.0460000  0.0450000  0.0420000  0.00792728  0.0115231  0.0514550  0.0861145  0.284921  0.285580  2
114461  343.30469  62.138767  14.4860  13.3090  12.6280  11.6389  11.1120  10.6153  9.77279  -100.000  0.0320000  0.0300000  0.0250000  0.00587261  0.00472070  0.0170780  0.0471531  10.0000  0.415246  2
114684  343.33784  62.139750  14.6690  13.6600  13.2030  12.1240  11.7608  11.5194  11.0873  -100.000  0.0360000  0.0380000  0.0330000  0.00522432  0.00576956  0.0366516  0.0772878  10.0000  0.354897  2
115044  345.70958  62.105905  16.1380  14.3570  13.5250  12.2843  11.7017  11.0953  10.1579  6.66298  0.104000  0.0520000  0.0410000  0.00444496  0.00415225  0.00916040  0.00872293  0.0256963  1.23366  2
115218  343.30932  62.142597  13.6180  12.3780  11.7500  10.9929  10.6364  10.4414  9.61794  -100.000  0.0410000  0.0320000  0.0240000  0.0113353  0.0138968  0.0512883  0.0668284  10.0000  0.563803  2
115457  342.39381  62.146310  16.0550  14.8650  13.7790  12.6241  12.0349  11.8538  11.2121  8.23259  0.0950000  0.0750000  0.0460000  0.00591641  0.00478806  0.0167939  0.0256606  0.0592106  0.0635830  2
115715  344.35760  62.134418  14.8090  13.1200  12.2350  11.7004  11.4283  11.2242  10.7048  6.20155  0.0410000  0.0300000  0.0210000  0.00356634  0.00428392  0.00978622  0.0115286  0.0239213  1.03914  2
115894  343.31503  62.145829  7.54700  7.29300  7.09600  6.82095  6.65847  6.40624  6.13169  -100.000  0.0230000  0.0230000  0.0170000  0.00381716  0.00324683  0.00486817  0.0140392  10.0000  0.00000  2
115898  343.18429  62.146437  16.2240  14.9080  14.6930  13.7492  13.4456  13.0955  12.1643  -100.000  0.125000  0.0900000  0.108000  0.0162121  0.0140143  0.0584896  0.0941765  10.0000  0.753685  2
115904  342.87097  62.147751  15.1320  14.2680  13.9310  13.6703  13.3613  13.4197  12.9919  -100.000  0.0550000  0.0640000  0.0630000  0.0112463  0.0110271  0.111918  0.393839  10.0000  0.235405  2
116010  343.27440  62.146268  14.3020  13.2300  12.7510  12.1909  11.9043  11.7464  11.1707  6.36802  0.0340000  0.0320000  0.0250000  0.00769557  0.0104570  0.0630174  0.176592  0.0881381  0.434518  2
116241  343.37936  62.146892  -100.000  -100.000  -100.000  13.2429  12.8115  12.5403  12.0622  -100.000  10.0000  10.0000  10.0000  0.00975002  0.0119192  0.0347385  0.0770031  10.0000  0.00000  2
116343  343.31260  62.147715  8.76400  7.89100  7.08600  6.04184  5.60287  5.13867  4.08661  1.39007  0.0230000  0.0290000  0.0200000  0.00305710  0.00264424  0.00111314  0.000592846  0.00418805  0.00000  2
116983  343.30091  62.150997  13.0270  11.9080  11.2450  10.2611  9.82084  9.37404  8.52068  5.38609  0.0360000  0.0350000  0.0250000  0.00386490  0.00433384  0.0160331  0.0198819  0.0193005  0.339874  2
117455  343.36174  62.153086  14.4160  13.3910  12.8990  12.0407  11.6621  11.3176  10.5812  -100.000  0.0290000  0.0310000  0.0270000  0.00611360  0.00530404  0.0304218  0.0702619  10.0000  0.348084  2
117459  342.67341  62.155895  16.1290  15.1240  14.4820  14.0123  13.7415  13.3081  12.8742  -100.000  0.140000  0.104000  0.0860000  0.0192632  0.0357119  0.0428062  0.110692  10.0000  0.178511  2
117504  343.40925  62.152873  15.6180  14.0960  13.1920  11.9847  11.4631  10.9005  10.1543  6.61227  0.0720000  0.0410000  0.0330000  0.00503358  0.00472516  0.0148586  0.0390648  0.151928  0.757022  2
117613  343.28473  62.154174  12.9680  11.8350  11.3390  10.6674  10.2906  9.92994  9.34062  6.54690  0.0240000  0.0230000  0.0180000  0.00357279  0.00398805  0.0184657  0.0501141  0.115894  0.515563  2
117614  343.27819  62.154193  15.3670  14.2500  13.6770  12.9045  12.6990  12.0372  10.7846  -100.000  0.0720000  0.0640000  0.0570000  0.0372271  0.0475739  0.142401  0.249192  10.0000  0.419429  2
117663  343.38094  62.153850  15.8340  14.8620  14.4820  13.9771  13.5699  13.5066  -100.000  -100.000  0.0910000  0.0780000  0.0900000  0.0306982  0.0639893  0.207797  10.0000  10.0000  0.367035  2
117666  343.23984  62.154656  16.7780  14.8610  13.6790  11.9248  11.5646  11.1683  10.4747  -100.000  0.201000  0.0780000  0.0430000  0.00746871  0.00846339  0.0488003  0.162231  10.0000  1.37390  2
117774  343.32499  62.154602  15.4020  14.5310  14.1630  13.2603  12.7764  12.0738  11.2686  -100.000  0.0650000  0.0590000  0.0690000  0.0221801  0.0137284  0.125339  0.253791  10.0000  0.218004  2
117832  343.37514  62.154575  10.6860  10.0930  9.56900  8.71932  8.21570  7.87217  7.01849  3.98402  0.0210000  0.0220000  0.0180000  0.00152386  0.00209348  0.00210975  0.00285668  0.0372483  0.00000  2
118521  343.38074  62.157879  11.6610  10.8900  10.5030  9.50964  8.85682  8.60432  7.77067  5.03138  0.0220000  0.0230000  0.0180000  0.00202299  0.00237815  0.00327177  0.00637260  0.0483804  0.0420600  2
118747  343.35673  62.159050  14.0390  12.9760  12.5840  12.0094  11.6676  11.3903  10.7915  -100.000  0.0250000  0.0280000  0.0220000  0.00637456  0.00480787  0.0384402  0.102898  10.0000  0.487368  2
119359  342.42159  62.165046  11.8860  11.1650  10.7130  10.1776  9.89950  9.62196  9.35310  8.21257  0.0220000  0.0310000  0.0190000  0.00265275  0.00247231  0.00385431  0.00484318  0.0862984  0.00000  2
119399  342.71873  62.164747  14.3690  13.2170  12.7130  12.1113  11.8738  11.7148  11.3336  8.14252  0.0290000  0.0300000  0.0260000  0.00484977  0.00551276  0.0156926  0.0348822  0.0675446  0.538321  2
119400  342.70829  62.164930  -100.000  -100.000  -100.000  14.2988  14.0502  13.7788  13.2736  9.60247  10.0000  10.0000  10.0000  0.0129828  0.0158375  0.0664121  0.0969294  0.261249  0.00000  2
119481  343.25514  62.163258  13.7300  12.3800  11.6820  10.8443  10.3260  10.0270  9.39639  5.79978  0.0240000  0.0260000  0.0180000  0.00582038  0.00382054  0.0398899  0.102931  0.148421  0.673787  2
119684  343.32584  62.163661  13.3020  12.1980  11.7180  10.8070  10.4667  9.97710  8.90393  5.36493  0.0350000  0.0370000  0.0270000  0.00311621  0.00326701  0.0142716  0.0360217  0.0304787  0.484311  2
119738  343.38988  62.163514  16.1520  14.8550  14.2070  13.7013  13.3633  13.0167  12.3952  -100.000  0.116000  0.0800000  0.0670000  0.0221718  0.0185336  0.120860  0.174843  10.0000  0.635754  2
119933  345.90045  62.124424  15.5880  14.7350  14.4380  14.0549  13.8780  13.5120  13.0216  -100.000  0.0720000  0.0690000  0.0850000  0.0105274  0.0128787  0.0559334  0.0791134  10.0000  0.254740  2
120276  343.33381  62.166232  13.7250  12.5870  12.0260  11.5166  11.1125  10.9105  10.0532  5.88509  0.0260000  0.0220000  0.0220000  0.00473635  0.00397806  0.0336839  0.0666783  0.0711854  0.463741  2
120665  343.20848  62.169073  15.5870  13.9750  13.1340  12.2745  11.9143  11.5402  10.6570  7.29230  0.0690000  0.0410000  0.0320000  0.00932118  0.00801335  0.0694091  0.151619  0.256865  0.957558  2
120767  342.96157  62.170620  14.5550  13.3450  12.8540  12.2001  11.8928  11.6202  11.2178  8.47729  0.0430000  0.0350000  0.0330000  0.00480375  0.00466923  0.0129036  0.0330731  0.0838013  0.642105  2
120938  342.77972  62.171813  15.1600  14.0590  13.6040  13.2266  12.9463  12.6836  12.2693  -100.000  0.0600000  0.0500000  0.0440000  0.00723669  0.00856415  0.0373689  0.0850236  10.0000  0.502535  2
121282  348.59710  62.036609  -100.000  16.0640  14.9770  14.2041  13.7467  13.0503  12.1938  -100.000  10.0000  0.174000  0.129000  0.0172026  0.0164213  0.0682746  0.118214  10.0000  0.836359  2
121521  343.27880  62.172463  15.9500  14.4070  13.5370  12.6186  12.2049  11.6027  10.1170  -100.000  0.0950000  0.0620000  0.0420000  0.0301562  0.0197343  0.197451  0.296899  10.0000  0.821553  2
122243  344.27234  62.166154  15.8300  14.4440  13.7340  13.0768  12.5859  12.1203  11.1826  7.55482  0.0850000  0.0570000  0.0480000  0.00995915  0.00635012  0.0442699  0.0822949  0.233385  0.719809  2
122660  343.30868  62.177557  14.9550  13.8700  13.3820  12.5859  12.2187  11.6507  10.5286  -100.000  0.0460000  0.0380000  0.0380000  0.0128647  0.0101709  0.0925061  0.209795  10.0000  0.446846  2
122933  348.61170  62.043552  13.3340  12.4580  12.0110  10.9827  10.6124  10.0642  9.00717  5.40672  0.0320000  0.0320000  0.0240000  0.00286736  0.00291581  0.00511614  0.00653265  0.0117004  0.153311  2
123119  344.61139  62.165119  -100.000  -100.000  -100.000  12.9431  12.2388  12.0224  11.3106  8.06119  10.0000  10.0000  10.0000  0.00578621  0.00500696  0.0165849  0.0160795  0.0413205  0.00000  2
123124  343.79611  62.175698  8.23600  6.30000  5.27300  5.21093  4.62617  4.24830  3.93251  3.44854  0.0270000  0.0210000  0.0230000  0.00351280  0.00277153  0.000760193  0.000405764  0.00415773  1.30006  2
123491  343.35424  62.181079  -100.000  -100.000  15.1240  12.4235  11.9741  11.5637  10.9374  8.47111  10.0000  10.0000  0.144000  0.00812430  0.00579819  0.0394804  0.0908261  0.498352  0.00000  2
123541  343.40462  62.180835  14.1260  13.0000  12.4250  11.8367  11.6162  11.5101  10.9927  6.60020  0.0280000  0.0270000  0.0220000  0.00796287  0.00574117  0.0816299  0.258099  0.0850783  0.431855  2
123544  343.24726  62.181816  15.3730  14.2840  13.5920  12.7805  12.2855  12.4103  13.6969  -100.000  0.0650000  0.0500000  0.0430000  0.0171889  0.0114239  0.155637  2.72924  10.0000  0.265673  2
123857  343.60784  62.180743  16.1530  15.0590  14.8000  14.0010  13.7375  13.4024  12.3443  -100.000  0.112000  0.0930000  0.130000  0.0158372  0.0180861  0.100157  0.144236  10.0000  0.520000  2
123951  342.90158  62.185402  -100.000  -100.000  -100.000  13.8016  13.2209  12.8945  12.2915  11.4996  10.0000  10.0000  10.0000  0.00862713  0.00947115  0.0446255  0.0893800  2.15822  0.00000  2
124208  343.25810  62.184949  13.2950  12.2900  11.8510  11.0375  10.7073  10.4596  9.65081  6.02798  0.0250000  0.0250000  0.0200000  0.00348953  0.00355480  0.0188676  0.0414631  0.0914450  0.365103  2
124505  343.28625  62.186279  14.8610  13.5380  12.8540  11.6124  11.0881  10.5855  9.76885  5.92238  0.0440000  0.0350000  0.0270000  0.00792439  0.00504231  0.0521635  0.138961  0.131842  0.643867  2
124627  343.32046  62.186423  16.2110  15.0730  14.7800  13.7062  13.3345  12.6688  11.4425  -100.000  0.120000  0.0890000  0.108000  0.0167090  0.0125441  0.121730  0.185256  10.0000  0.566316  2
